codigo,prov,dpto,frac,rad,1,2,3,total
141750218,14,175,2,18,87,165,85,337
141750219,14,175,2,19,0,0,1,1
141820101,14,182,1,1,16,23,9,48
141820102,14,182,1,2,27,22,4,53
141820103,14,182,1,3,12,27,6,45
141820104,14,182,1,4,24,10,7,41
141820105,14,182,1,5,29,16,12,57
141820106,14,182,1,6,30,34,21,85
141820107,14,182,1,7,37,27,6,70
141820108,14,182,1,8,31,34,12,77
141820109,14,182,1,9,28,11,7,46
141820110,14,182,1,10,24,71,27,122
141820111,14,182,1,11,89,98,3,190
141820112,14,182,1,12,94,127,7,228
141820113,14,182,1,13,116,118,16,250
141820114,14,182,1,14,56,64,26,146
141820115,14,182,1,15,74,75,39,188
141820116,14,182,1,16,96,184,54,334
141820117,14,182,1,17,48,130,40,218
141820118,14,182,1,18,147,100,15,262
141820119,14,182,1,19,168,114,6,288
141820120,14,182,1,20,116,199,3,318
141820121,14,182,1,21,124,89,5,218
141820201,14,182,2,1,14,36,11,61
141820202,14,182,2,2,20,66,20,106
141820203,14,182,2,3,41,37,10,88
141820204,14,182,2,4,16,12,9,37
141820205,14,182,2,5,14,13,4,31
141820206,14,182,2,6,148,80,17,245
141820207,14,182,2,7,142,87,3,232
141820208,14,182,2,8,89,86,19,194
141820209,14,182,2,9,87,148,30,265
141820210,14,182,2,10,112,112,40,264
141820211,14,182,2,11,92,122,53,267
141820212,14,182,2,12,36,73,56,165
141820213,14,182,2,13,166,143,14,323
141820214,14,182,2,14,88,58,18,164
141820301,14,182,3,1,27,21,10,58
141820302,14,182,3,2,5,4,9,18
141820303,14,182,3,3,39,17,13,69
141820304,14,182,3,4,20,14,7,41
141820305,14,182,3,5,15,11,4,30
141820306,14,182,3,6,27,25,3,55
141820307,14,182,3,7,197,105,6,308
141820308,14,182,3,8,117,80,32,229
141820309,14,182,3,9,99,72,3,174
141820310,14,182,3,10,139,150,81,370
141820401,14,182,4,1,19,11,5,35
141820402,14,182,4,2,43,33,33,109
141820403,14,182,4,3,37,29,13,79
141820404,14,182,4,4,17,11,3,31
141820405,14,182,4,5,15,14,5,34
141820406,14,182,4,6,40,14,4,58
141820407,14,182,4,7,32,2,6,40
141820408,14,182,4,8,35,49,28,112
141820409,14,182,4,9,111,122,8,241
141820410,14,182,4,10,142,77,1,220
141820411,14,182,4,11,173,135,15,323
141820412,14,182,4,12,60,106,46,212
141820413,14,182,4,13,112,145,22,279
141820414,14,182,4,14,108,95,5,208
141820415,14,182,4,15,197,97,22,316
141820501,14,182,5,1,13,9,4,26
141820502,14,182,5,2,15,7,5,27
141820503,14,182,5,3,3,3,2,8
141820504,14,182,5,4,10,7,3,20
141820505,14,182,5,5,33,20,12,65
141820506,14,182,5,6,12,6,6,24
141820507,14,182,5,7,3,9,3,15
141820508,14,182,5,8,16,10,6,32
141820509,14,182,5,9,102,88,10,200
141820510,14,182,5,10,108,49,7,164
141820511,14,182,5,11,171,122,12,305
141820512,14,182,5,12,116,72,50,238
141820513,14,182,5,13,98,113,15,226
141820514,14,182,5,14,133,66,7,206
141820515,14,182,5,15,125,125,7,257
141820516,14,182,5,16,83,100,43,226
141820517,14,182,5,17,97,46,19,162
141820518,14,182,5,18,225,132,13,370
141820519,14,182,5,19,85,61,5,151
141820520,14,182,5,20,126,84,8,218
141820521,14,182,5,21,98,93,27,218
141820601,14,182,6,1,13,8,6,27
141820602,14,182,6,2,20,21,5,46
141820603,14,182,6,3,16,9,2,27
141820604,14,182,6,4,7,13,16,36
141820605,14,182,6,5,15,21,5,41
141820606,14,182,6,6,2,3,1,6
141820607,14,182,6,7,190,116,23,329
141820608,14,182,6,8,114,71,18,203
141820609,14,182,6,9,191,216,7,414
141820610,14,182,6,10,121,107,18,246
141820611,14,182,6,11,155,44,2,201
141820612,14,182,6,12,139,132,33,304
141820613,14,182,6,13,158,61,6,225
141820614,14,182,6,14,97,35,4,136
141820615,14,182,6,15,204,87,18,309
141820616,14,182,6,16,126,64,12,202
141820617,14,182,6,17,144,54,11,209
141820618,14,182,6,18,89,32,2,123
141820619,14,182,6,19,56,29,28,113
141820701,14,182,7,1,12,11,2,25
141820702,14,182,7,2,32,24,20,76
141820703,14,182,7,3,22,14,10,46
141820704,14,182,7,4,11,12,3,26
141820705,14,182,7,5,20,16,12,48
141820706,14,182,7,6,19,14,2,35
141820707,14,182,7,7,61,44,18,123
141820708,14,182,7,8,13,17,20,50
141820709,14,182,7,9,22,16,7,45
141820710,14,182,7,10,14,25,2,41
141820711,14,182,7,11,61,96,69,226
141820712,14,182,7,12,74,37,21,132
141820713,14,182,7,13,76,91,12,179
141820714,14,182,7,14,119,87,8,214
141820715,14,182,7,15,204,86,20,310
141820716,14,182,7,16,151,82,12,245
141820801,14,182,8,1,71,78,61,210
141820802,14,182,8,2,166,43,20,229
141820803,14,182,8,3,109,147,12,268
141820804,14,182,8,4,89,128,5,222
141820805,14,182,8,5,198,118,3,319
141820806,14,182,8,6,155,138,21,314
141820807,14,182,8,7,168,40,0,208
141820808,14,182,8,8,131,46,0,177
141820809,14,182,8,9,223,107,1,331
141820810,14,182,8,10,209,101,3,313
141820811,14,182,8,11,156,55,2,213
141820812,14,182,8,12,87,43,0,130
141820901,14,182,9,1,202,77,11,290
141820902,14,182,9,2,128,171,29,328
141820903,14,182,9,3,89,140,46,275
141820904,14,182,9,4,96,109,21,226
141820905,14,182,9,5,116,81,17,214
141820906,14,182,9,6,181,55,2,238
141820907,14,182,9,7,142,72,10,224
141820908,14,182,9,8,174,134,48,356
141820909,14,182,9,9,96,155,51,302
141820910,14,182,9,10,206,133,14,353
141820911,14,182,9,11,222,76,2,300
141821001,14,182,10,1,130,84,1,215
141821002,14,182,10,2,185,116,3,304
141821003,14,182,10,3,68,120,5,193
141821004,14,182,10,4,123,112,48,283
141821005,14,182,10,5,49,60,45,154
141821006,14,182,10,6,76,116,14,206
141821007,14,182,10,7,214,59,5,278
141821008,14,182,10,8,86,88,2,176
141821009,14,182,10,9,123,143,13,279
141821010,14,182,10,10,63,177,64,304
141821101,14,182,11,1,116,28,2,146
141821102,14,182,11,2,194,39,1,234
141821103,14,182,11,3,113,45,0,158
141821104,14,182,11,4,199,23,0,222
141821105,14,182,11,5,124,63,2,189
141821106,14,182,11,6,128,115,13,256
141821107,14,182,11,7,79,106,4,189
141821108,14,182,11,8,100,125,20,245
141821109,14,182,11,9,121,150,109,380
141821110,14,182,11,10,192,131,23,346
141821201,14,182,12,1,132,77,3,212
141821202,14,182,12,2,94,81,8,183
141821203,14,182,12,3,182,90,0,272
141821204,14,182,12,4,117,184,21,322
141821205,14,182,12,5,110,115,5,230
141821206,14,182,12,6,178,130,15,323
141821207,14,182,12,7,138,138,4,280
141821208,14,182,12,8,139,60,4,203
141821209,14,182,12,9,91,88,14,193
141821210,14,182,12,10,98,102,0,200
141821211,14,182,12,11,127,96,21,244
141821301,14,182,13,1,185,93,37,315
141821302,14,182,13,2,177,100,20,297
141821303,14,182,13,3,148,83,1,232
141821304,14,182,13,4,192,84,8,284
141821305,14,182,13,5,126,72,3,201
141821306,14,182,13,6,183,41,22,246
141821307,14,182,13,7,144,107,29,280
141821308,14,182,13,8,8,31,74,113
141821309,14,182,13,9,82,72,7,161
141821310,14,182,13,10,107,58,15,180
141821311,14,182,13,11,106,98,37,241
141821312,14,182,13,12,127,57,63,247
